Sector,Return_1,Return_2,Return_3,Return_4,Return_5,Return_6,Return_7,Return_8,Return_9,Return_10,Return_11,Return_12,Return_13,Return_14,Return_15,Return_16,Return_17,Return_18,Return_19,Return_20,Return_21,Return_22,Return_23,Return_24,Return_25,Return_26,Return_27,Return_28,Return_29,Return_30,Return_31,Return_32,Return_33,Return_34,Return_35,Return_36,Return_37,Return_38,Return_39,Return_40,Return_41,Return_42,Return_43,Return_44,Return_45,Return_46,Return_47,Return_48,Return_49,Return_50,Return_51,Return_52,Return_53
Basic Materials,0,0.009803922,0.019607843,0.029411764705882353,0.039215686,0.049019607843137254,0.058823529411764705,0.068627451,0.078431373,0.088235294,0.098039216,0.10784313725490197,0.11764705882352941,0.12745098039215685,0.13725490196078433,0.14705882352941177,0.1568627450980392,0.16666666666666666,0.17647058823529413,0.18627450980392157,0.19607843137254902,0.20588235294117646,0.21568627450980393,0.22549019607843138,0.23529411764705882,0.24509803921568626,0.2549019607843137,0.2647058823529412,0.27450980392156865,0.28431372549019607,0.29411764705882354,0.30392156862745096,0.3137254901960784,0.3235294117647059,0.3333333333333333,0.3431372549019608,0.35294117647058826,0.3627450980392157,0.37254901960784315,0.38235294117647056,0.39215686274509803,0.4019607843137255,0.4117647058823529,0.4215686274509804,0.43137254901960786,0.4411764705882353,0.45098039215686275,0.46078431372549017,0.47058823529411764,0.4803921568627451,0.49019607843137253,0.5,0.5098039215686274
Basic Materials,0,0.009708738,0.019417475728155338,0.029126214,0.038834951456310676,0.048543689,0.058252427,0.067961165,0.077669903,0.087378641,0.097087379,0.10679611650485436,0.11650485436893204,0.1262135922330097,0.13592233009708737,0.14563106796116504,0.1553398058252427,0.1650485436893204,0.17475728155339806,0.18446601941747573,0.1941747572815534,0.20388349514563106,0.21359223300970873,0.22330097087378642,0.23300970873786409,0.24271844660194175,0.2524271844660194,0.2621359223300971,0.27184466019417475,0.2815533980582524,0.2912621359223301,0.30097087378640774,0.3106796116504854,0.32038834951456313,0.3300970873786408,0.33980582524271846,0.34951456310679613,0.3592233009708738,0.36893203883495146,0.3786407766990291,0.3883495145631068,0.39805825242718446,0.4077669902912621,0.4174757281553398,0.42718446601941745,0.4368932038834951,0.44660194174757284,0.4563106796116505,0.46601941747572817,0.47572815533980584,0.4854368932038835,0.49514563106796117,0.5048543689320388
Basic Materials,0,0.009615385,0.019230769230769232,0.028846153846153848,0.038461538461538464,0.048076923,0.057692307692307696,0.067307692,0.076923077,0.086538462,0.096153846,0.10576923076923077,0.11538461538461539,0.125,0.1346153846153846,0.14423076923076922,0.15384615384615385,0.16346153846153846,0.17307692307692307,0.18269230769230768,0.19230769230769232,0.20192307692307693,0.21153846153846154,0.22115384615384615,0.23076923076923078,0.2403846153846154,0.25,0.25961538461538464,0.2692307692307692,0.27884615384615385,0.28846153846153844,0.2980769230769231,0.3076923076923077,0.3173076923076923,0.3269230769230769,0.33653846153846156,0.34615384615384615,0.3557692307692308,0.36538461538461536,0.375,0.38461538461538464,0.3942307692307692,0.40384615384615385,0.41346153846153844,0.4230769230769231,0.4326923076923077,0.4423076923076923,0.4519230769230769,0.46153846153846156,0.47115384615384615,0.4807692307692308,0.49038461538461536,0.5
Basic Materials,0,0.009803922,0.019607843,0.029411764705882353,0.039215686,0.049019607843137254,0.058823529411764705,0.068627451,0.078431373,0.088235294,0.098039216,0.10784313725490197,0.11764705882352941,0.12745098039215685,0.13725490196078433,0.14705882352941177,0.1568627450980392,0.16666666666666666,0.17647058823529413,0.18627450980392157,0.19607843137254902,0.20588235294117646,0.21568627450980393,0.22549019607843138,0.23529411764705882,0.24509803921568626,0.2549019607843137,0.2647058823529412,0.27450980392156865,0.28431372549019607,0.29411764705882354,0.30392156862745096,0.3137254901960784,0.3235294117647059,0.3333333333333333,0.3431372549019608,0.35294117647058826,0.3627450980392157,0.37254901960784315,0.38235294117647056,0.39215686274509803,0.4019607843137255,0.4117647058823529,0.4215686274509804,0.43137254901960786,0.4411764705882353,0.45098039215686275,0.46078431372549017,0.47058823529411764,0.4803921568627451,0.49019607843137253,0.5,0.5098039215686274
Basic Materials,0,0.009615385,0.019230769230769232,0.028846153846153848,0.038461538461538464,0.048076923,0.057692307692307696,0.067307692,0.076923077,0.086538462,0.096153846,0.10576923076923077,0.11538461538461539,0.125,0.1346153846153846,0.14423076923076922,0.15384615384615385,0.16346153846153846,0.17307692307692307,0.18269230769230768,0.19230769230769232,0.20192307692307693,0.21153846153846154,0.22115384615384615,0.23076923076923078,0.2403846153846154,0.25,0.25961538461538464,0.2692307692307692,0.27884615384615385,0.28846153846153844,0.2980769230769231,0.3076923076923077,0.3173076923076923,0.3269230769230769,0.33653846153846156,0.34615384615384615,0.3557692307692308,0.36538461538461536,0.375,0.38461538461538464,0.3942307692307692,0.40384615384615385,0.41346153846153844,0.4230769230769231,0.4326923076923077,0.4423076923076923,0.4519230769230769,0.46153846153846156,0.47115384615384615,0.4807692307692308,0.49038461538461536,0.5
Basic Materials,0,0.009708738,0.019417475728155338,0.029126214,0.038834951456310676,0.048543689,0.058252427,0.067961165,0.077669903,0.087378641,0.097087379,0.10679611650485436,0.11650485436893204,0.1262135922330097,0.13592233009708737,0.14563106796116504,0.1553398058252427,0.1650485436893204,0.17475728155339806,0.18446601941747573,0.1941747572815534,0.20388349514563106,0.21359223300970873,0.22330097087378642,0.23300970873786409,0.24271844660194175,0.2524271844660194,0.2621359223300971,0.27184466019417475,0.2815533980582524,0.2912621359223301,0.30097087378640774,0.3106796116504854,0.32038834951456313,0.3300970873786408,0.33980582524271846,0.34951456310679613,0.3592233009708738,0.36893203883495146,0.3786407766990291,0.3883495145631068,0.39805825242718446,0.4077669902912621,0.4174757281553398,0.42718446601941745,0.4368932038834951,0.44660194174757284,0.4563106796116505,0.46601941747572817,0.47572815533980584,0.4854368932038835,0.49514563106796117,0.5048543689320388
Basic Materials,0,0.009615385,0.019230769230769232,0.028846153846153848,0.038461538461538464,0.048076923,0.057692307692307696,0.067307692,0.076923077,0.086538462,0.096153846,0.10576923076923077,0.11538461538461539,0.125,0.1346153846153846,0.14423076923076922,0.15384615384615385,0.16346153846153846,0.17307692307692307,0.18269230769230768,0.19230769230769232,0.20192307692307693,0.21153846153846154,0.22115384615384615,0.23076923076923078,0.2403846153846154,0.25,0.25961538461538464,0.2692307692307692,0.27884615384615385,0.28846153846153844,0.2980769230769231,0.3076923076923077,0.3173076923076923,0.3269230769230769,0.33653846153846156,0.34615384615384615,0.3557692307692308,0.36538461538461536,0.375,0.38461538461538464,0.3942307692307692,0.40384615384615385,0.41346153846153844,0.4230769230769231,0.4326923076923077,0.4423076923076923,0.4519230769230769,0.46153846153846156,0.47115384615384615,0.4807692307692308,0.49038461538461536,0.5
Basic Materials,0,0.009803922,0.019607843,0.029411764705882353,0.039215686,0.049019607843137254,0.058823529411764705,0.068627451,0.078431373,0.088235294,0.098039216,0.10784313725490197,0.11764705882352941,0.12745098039215685,0.13725490196078433,0.14705882352941177,0.1568627450980392,0.16666666666666666,0.17647058823529413,0.18627450980392157,0.19607843137254902,0.20588235294117646,0.21568627450980393,0.22549019607843138,0.23529411764705882,0.24509803921568626,0.2549019607843137,0.2647058823529412,0.27450980392156865,0.28431372549019607,0.29411764705882354,0.30392156862745096,0.3137254901960784,0.3235294117647059,0.3333333333333333,0.3431372549019608,0.35294117647058826,0.3627450980392157,0.37254901960784315,0.38235294117647056,0.39215686274509803,0.4019607843137255,0.4117647058823529,0.4215686274509804,0.43137254901960786,0.4411764705882353,0.45098039215686275,0.46078431372549017,0.47058823529411764,0.4803921568627451,0.49019607843137253,0.5,0.5098039215686274
Basic Materials,0,0.009615385,0.019230769230769232,0.028846153846153848,0.038461538461538464,0.048076923,0.057692307692307696,0.067307692,0.076923077,0.086538462,0.096153846,0.10576923076923077,0.11538461538461539,0.125,0.1346153846153846,0.14423076923076922,0.15384615384615385,0.16346153846153846,0.17307692307692307,0.18269230769230768,0.19230769230769232,0.20192307692307693,0.21153846153846154,0.22115384615384615,0.23076923076923078,0.2403846153846154,0.25,0.25961538461538464,0.2692307692307692,0.27884615384615385,0.28846153846153844,0.2980769230769231,0.3076923076923077,0.3173076923076923,0.3269230769230769,0.33653846153846156,0.34615384615384615,0.3557692307692308,0.36538461538461536,0.375,0.38461538461538464,0.3942307692307692,0.40384615384615385,0.41346153846153844,0.4230769230769231,0.4326923076923077,0.4423076923076923,0.4519230769230769,0.46153846153846156,0.47115384615384615,0.4807692307692308,0.49038461538461536,0.5
Basic Materials,0,0.009615385,0.019230769230769232,0.028846153846153848,0.038461538461538464,0.048076923,0.057692307692307696,0.067307692,0.076923077,0.086538462,0.096153846,0.10576923076923077,0.11538461538461539,0.125,0.1346153846153846,0.14423076923076922,0.15384615384615385,0.16346153846153846,0.17307692307692307,0.18269230769230768,0.19230769230769232,0.20192307692307693,0.21153846153846154,0.22115384615384615,0.23076923076923078,0.2403846153846154,0.25,0.25961538461538464,0.2692307692307692,0.27884615384615385,0.28846153846153844,0.2980769230769231,0.3076923076923077,0.3173076923076923,0.3269230769230769,0.33653846153846156,0.34615384615384615,0.3557692307692308,0.36538461538461536,0.375,0.38461538461538464,0.3942307692307692,0.40384615384615385,0.41346153846153844,0.4230769230769231,0.4326923076923077,0.4423076923076923,0.4519230769230769,0.46153846153846156,0.47115384615384615,0.4807692307692308,0.49038461538461536,0.5
